timestamp,customer_id,type,amount,oldbalanceOrg,dest_id,newbalanceOrig,oldbalanceDest,newbalanceDest,isFraud,kyc_verified,customer_risk_score,account_age_days,is_pep
54:56.0,CUST0448,PAYMENT,6100.41,19001.98,D478916998,17612.16,5225.95,20527.48,0,TRUE,0.609274623,95,FALSE
55:56.0,CUST0741,TRANSFER,1703.39,3065.65,D036989228,6837.06,7651.43,8669.9,0,TRUE,0.140710117,289,FALSE
56:56.0,CUST0831,PAYMENT,7460.12,1792.7,D270212648,7699.98,16408.12,19110.17,0,FALSE,0.34222641,11,FALSE
57:56.0,CUST0977,TRANSFER,30829.1412,0,D786573259,0,7402.76,33563.42,1,TRUE,0.863053334,194,FALSE
58:56.0,CUST0651,PAYMENT,66.76,7361.44,D432552744,6144.89,3205.92,17265.23,0,TRUE,0.26110426,362,FALSE
59:56.0,CUST0699,TRANSFER,5402.06,10907.78,D399302496,36423.68,3489.41,3489.96,0,TRUE,0.595291468,21,FALSE
00:56.0,CUST0697,CASH-OUT,1877.66,2747.15,D029839652,12751.15,17820.92,23747.96,0,TRUE,0.230764542,285,FALSE
01:56.0,CUST0135,CASH-OUT,1092.95,14244.16,D902594746,18610.76,5772,12363.16,0,TRUE,0.87778485,21,FALSE
02:56.0,CUST0775,CASH-OUT,2978.83,4572.84,D861803226,19746.52,29100.69,5475.57,0,TRUE,0.616343305,318,FALSE
03:56.0,CUST0327,PAYMENT,1057.05,4223.39,D050874972,18086.18,9766.8,2680.06,0,TRUE,0.143972112,78,FALSE
04:56.0,CUST0863,CASH-IN,149.99,2052.6,D748410565,9189.46,1306.49,28803.12,0,TRUE,0.601848307,64,TRUE
05:56.0,CUST0396,CASH-OUT,720.18,17866.25,D001214718,33842.37,254.48,2351.46,0,TRUE,0.946304819,256,FALSE
06:56.0,CUST0365,CASH-OUT,13672.98,25300.21,D967903339,4046.82,1395.65,8847.64,0,TRUE,0.38331222,255,FALSE
07:56.0,CUST0577,PAYMENT,5387.12,13854.34,D797405089,10278.06,15096,21256.07,0,FALSE,0.048230868,46,FALSE
08:56.0,CUST0384,CASH-OUT,4406.83,4059.06,D538416521,28702.78,7970.44,6806.69,0,TRUE,0.056943897,343,FALSE
09:56.0,CUST0184,PAYMENT,5711.03,150.34,D014511983,6267.9,11482.99,1074.13,0,FALSE,0.225627381,203,FALSE
10:56.0,CUST0068,PAYMENT,3885.52,12291.48,D237738098,32773.78,4111.4,6029.79,0,TRUE,0.381845791,310,FALSE
11:56.0,CUST0715,PAYMENT,2276.55,15505.81,D552039126,4830.8,8699.81,10899.06,0,TRUE,0.669277541,301,FALSE
12:56.0,CUST0694,TRANSFER,37824.16436,0,D437226500,0,24520.56,20985.7,1,TRUE,0.41965415,189,FALSE
13:56.0,CUST0776,CASH-OUT,4577.68,8731.85,D016379864,20873.47,3609.78,16972.02,0,TRUE,0.973575772,362,FALSE
14:56.0,CUST0610,CASH-OUT,4978.44,5694.98,D261104045,18866.72,3536.14,14740.65,0,TRUE,0.469061088,47,FALSE
15:56.0,CUST0593,PAYMENT,3472.38,35749.7,D054414270,19454.76,11284.55,14697.91,0,TRUE,0.426561832,242,FALSE
16:56.0,CUST0531,CASH-IN,1915.39,34532.5,D103988568,9574.78,4361.93,13087.7,0,TRUE,0.66514397,110,FALSE
17:56.0,CUST0026,CASH-IN,1367.59,16255.95,D088275820,18488.22,7691.43,8726.08,0,TRUE,0.828091527,233,FALSE
18:56.0,CUST0551,PAYMENT,2765.96,22021.89,D354545108,1920.62,575.87,14227.95,0,TRUE,0.825234819,63,FALSE
19:56.0,CUST0868,TRANSFER,1263.04,25517.01,D600290515,11902.74,4865.8,2110.96,0,TRUE,0.649129486,1,FALSE
20:56.0,CUST0774,PAYMENT,1488.71,12700.07,D007192180,6241.42,24798.63,29159.37,0,TRUE,0.639582229,63,FALSE
21:56.0,CUST0617,PAYMENT,7336.1,4215.6,D116170736,53962.13,860.86,4649.54,0,TRUE,0.316844785,71,FALSE
22:56.0,CUST0611,CASH-OUT,225.26,13365.84,D735814819,20620.62,5890,8375.29,0,TRUE,0.993305077,226,FALSE
23:56.0,CUST0752,CASH-OUT,2032.75,11996.75,D576934441,2467.67,6543.18,7495.05,0,TRUE,0.448282007,12,FALSE
24:56.0,CUST0205,CASH-IN,1685.23,6069.33,D463745064,2020.73,547.58,33886.13,0,TRUE,0.270222211,309,FALSE
25:56.0,CUST0346,TRANSFER,806.4,14950.05,D510418198,18803.8,1067.3,13693.31,0,FALSE,0.650561178,268,FALSE
26:56.0,CUST0181,PAYMENT,6877.69,4863.4,D658804495,34129.26,259.63,2103.66,0,TRUE,0.519670136,34,FALSE
27:56.0,CUST0568,PAYMENT,9604.25,9526.87,D734963720,1121.28,13034.37,4440.93,0,TRUE,0.916094884,228,FALSE
28:56.0,CUST0270,PAYMENT,1265.77,7924.03,D876370736,8102.38,26596.66,31224.96,0,TRUE,0.659137862,179,FALSE
29:56.0,CUST0245,CASH-IN,7820.85,5827.52,D625839602,3953.78,23402.35,7252.06,0,TRUE,0.977470358,60,FALSE
30:56.0,CUST0283,CASH-IN,1016.55,30894.82,D336131546,5896.07,1847.15,35980.57,0,TRUE,0.861849876,323,FALSE
31:56.0,CUST0700,CASH-IN,10798.3,20218.16,D072949161,4689.92,5947.91,38135.8,0,TRUE,0.867631273,15,FALSE
32:56.0,CUST0666,CASH-OUT,3622.82,9588.14,D208138557,1098.57,8229.07,16437.26,0,TRUE,0.669735589,197,FALSE
33:56.0,CUST0054,CASH-OUT,6828.12,14760.06,D958172594,13133.89,34612.85,1531.38,0,TRUE,0.116196812,163,TRUE
34:56.0,CUST0711,PAYMENT,1975.22,14122.89,D334763574,17929.74,1040.33,25100.05,0,TRUE,0.746460228,231,FALSE
35:56.0,CUST0547,CASH-IN,3953.27,25164.59,D966011940,26343.8,9312.22,8576.49,0,TRUE,0.91108248,163,FALSE
36:56.0,CUST0381,PAYMENT,3058.56,8672.52,D744333837,14050.51,31705.22,696.36,0,TRUE,0.279195314,281,FALSE
37:56.0,CUST0285,CASH-OUT,2138.23,4113.29,D676996049,7729.61,27363.8,23838.07,0,TRUE,0.905764012,224,FALSE
38:56.0,CUST0667,PAYMENT,10722.82,2900.83,D194009873,17994.84,23532.61,4069.65,0,TRUE,0.858046898,149,FALSE
39:56.0,CUST0481,PAYMENT,2503.91,19786.96,D090108925,5776.61,3610.47,14717.43,0,TRUE,0.863769837,145,FALSE
40:56.0,CUST0773,CASH-IN,9212.55,22069.35,D300727208,6084.32,12813.24,19613.57,0,TRUE,0.874155383,327,FALSE
41:56.0,CUST0795,CASH-IN,4352.43,29568.56,D760660104,22462.95,17988,25723.55,0,TRUE,0.97517958,167,FALSE
42:56.0,CUST0344,PAYMENT,89.86,30631.58,D300132053,12193.47,17833.27,6043.87,0,TRUE,0.05836789,185,FALSE
43:56.0,CUST0553,CASH-OUT,3058.04,31474.3,D096412281,18813.61,31464.64,8279,0,TRUE,0.545033807,276,FALSE
44:56.0,CUST0198,CASH-OUT,2543.31,34459.89,D646050981,26151,3168.14,13309.6,0,TRUE,0.408945072,259,FALSE
45:56.0,CUST0506,CASH-IN,2203.06,27897.46,D844776847,21284.81,10726.21,4928.9,0,TRUE,0.910143828,235,FALSE
46:56.0,CUST0375,PAYMENT,10593.78,6976.44,D881148221,10521.33,11165.19,1145.23,0,TRUE,0.764860119,285,FALSE
47:56.0,CUST0939,CASH-OUT,692.14,1576.46,D592525746,20254.31,9205.68,25342.73,0,TRUE,0.326347882,246,FALSE
48:56.0,CUST0284,CASH-OUT,4224.05,32213.41,D030452685,10413.94,16607.55,11047.12,0,TRUE,0.625833423,337,FALSE
49:56.0,CUST0283,PAYMENT,4835.35,7945.74,D263235456,16649.76,8598.01,6232.96,0,TRUE,0.861849876,323,FALSE
50:56.0,CUST0064,CASH-IN,5345.7,8991.54,D911833678,13813.22,965.38,24627.55,0,TRUE,0.902723809,298,FALSE
51:56.0,CUST0803,CASH-IN,24.88,23950.79,D473351288,67.37,3581.88,24110.24,0,TRUE,0.848906841,217,FALSE
52:56.0,CUST0287,TRANSFER,1270.86,21166.72,D366570395,14285.75,12280.02,13385.41,0,TRUE,0.115465747,225,FALSE
53:56.0,CUST0377,PAYMENT,7634.5,21645.29,D793230847,22050.95,4286.95,6413.24,0,TRUE,0.180215964,23,FALSE
54:56.0,CUST0260,PAYMENT,4834.17,1381.68,D415445151,11073.57,9489.67,11899.45,0,TRUE,0.08279095,306,FALSE
55:56.0,CUST0655,PAYMENT,3377.83,8856.47,D267456698,3271.28,5923.98,5184.96,0,TRUE,0.602674958,337,FALSE
56:56.0,CUST0097,CASH-IN,8022.78,2120.71,D679034363,20508.97,6080.67,22331.04,0,TRUE,0.535443532,47,FALSE
57:56.0,CUST0855,PAYMENT,1422.18,5236.69,D811737004,14344.01,3614.3,19302.65,0,TRUE,0.277698778,8,FALSE
58:56.0,CUST0453,PAYMENT,5455.49,18225.73,D734994476,66.3,29490.37,12566.56,0,TRUE,0.015439127,10,FALSE
59:56.0,CUST0826,CASH-IN,4722.06,4096.38,D821207317,9352.33,10694.03,27775.56,0,FALSE,0.296397156,214,FALSE
00:56.0,CUST0861,PAYMENT,1006.92,9650.71,D323486227,17851.99,13747.54,1615.08,0,TRUE,0.213810163,73,FALSE
01:56.0,CUST0146,CASH-IN,440.65,15653.89,D286925999,5316.82,3607.37,7145.96,0,TRUE,0.2942128,243,FALSE
02:56.0,CUST0900,CASH-IN,8851.71,5439.08,D758693528,2589.98,5989.35,28577.75,0,TRUE,0.108511731,247,FALSE
03:56.0,CUST0300,PAYMENT,2081.31,14541.7,D360297499,5113.13,5210.94,1624.26,0,TRUE,0.047737302,205,FALSE
04:56.0,CUST0012,PAYMENT,1829.57,13224.01,D860533778,2546.23,9323.52,27664.21,0,TRUE,0.292080904,322,FALSE
05:56.0,CUST0493,CASH-OUT,7678.66,6394.48,D417330135,33434.79,20471.67,25196.16,0,TRUE,0.035086075,290,FALSE
06:56.0,CUST0419,CASH-OUT,6842.18,10765.9,D759199482,13933.67,14045.55,18860.22,0,TRUE,0.94088096,238,FALSE
07:56.0,CUST0158,CASH-OUT,6301.83,4829.82,D202279472,11356.2,2317.77,23173.97,0,TRUE,0.860858101,95,FALSE
08:56.0,CUST0849,PAYMENT,9506.8,11061.57,D476920121,27964.33,22774.57,18835.15,0,TRUE,0.300322174,323,FALSE
09:56.0,CUST0845,CASH-OUT,3525.09,12234.88,D824539451,6194.72,16937.36,4360.71,0,TRUE,0.362011319,179,FALSE
10:56.0,CUST0040,PAYMENT,3521.39,18382.44,D297718266,6523.11,4734.95,4579.94,0,TRUE,0.80125363,283,FALSE
11:56.0,CUST0114,TRANSFER,773.21,16557.17,D201001577,11966.44,21369.5,2063.37,0,TRUE,0.660804796,204,FALSE
12:56.0,CUST0446,PAYMENT,4655.68,3935.98,D129942243,6572.37,259,22528.06,0,TRUE,0.877239794,349,FALSE
13:56.0,CUST0793,CASH-IN,3127.91,12257.29,D079872895,9269.07,5414.01,43955.68,0,TRUE,0.684728433,173,FALSE
14:56.0,CUST0625,PAYMENT,2125.31,15240.87,D942537651,12795.69,20254.17,13090.16,0,TRUE,0.086332713,21,FALSE
15:56.0,CUST0611,CASH-OUT,5578.05,1122.93,D149931430,12554.58,8083.33,33627.94,0,TRUE,0.993305077,226,FALSE
16:56.0,CUST0180,CASH-IN,5955.99,262.24,D495542968,7068,9213.94,6928.43,0,FALSE,0.339596481,185,FALSE
17:56.0,CUST0339,CASH-OUT,9142.28,5098.69,D049909994,22808.5,19721.76,12392.68,0,TRUE,0.389556815,329,FALSE
18:56.0,CUST0951,CASH-OUT,2435.03,5712.21,D918618611,4564.09,8082.16,9744.74,0,TRUE,0.386718908,76,FALSE
19:56.0,CUST0854,PAYMENT,1751.02,1260.22,D163555390,14102.33,2213.36,5979.51,0,TRUE,0.81702184,301,FALSE
20:56.0,CUST0425,CASH-IN,6567.34,14527.91,D483151761,1144.43,8850.81,28406.95,0,TRUE,0.301969808,330,FALSE
21:56.0,CUST0418,CASH-IN,6378.67,18646.15,D628056404,34223.11,4980.82,6749.53,0,TRUE,0.382601805,316,FALSE
22:56.0,CUST0640,PAYMENT,4681.04,10236.27,D946790531,7298.89,7455.63,16327.44,0,TRUE,0.498906976,59,FALSE
23:56.0,CUST0558,PAYMENT,1018.92,7359.32,D673719926,10774.28,2731.57,8722.13,0,TRUE,0.543881464,186,FALSE
24:56.0,CUST0616,CASH-OUT,5439.14,22984.73,D158282551,3271.33,29434.75,7358.01,0,FALSE,0.3310258,322,FALSE
25:56.0,CUST0787,CASH-OUT,6788.21,10146.65,D687592128,19141.12,18924.96,3371.25,0,TRUE,0.20730174,73,FALSE
26:56.0,CUST0970,TRANSFER,877.28,9356.48,D789039040,12602.42,5203.73,38657.08,0,TRUE,0.29194746,238,FALSE
27:56.0,CUST0380,CASH-OUT,4631.2,14769.12,D155804784,11541.39,17034.12,888.61,0,TRUE,0.164379776,324,FALSE
28:56.0,CUST0311,CASH-OUT,491.31,10396.66,D534927242,9353.22,22648.06,368.91,0,TRUE,0.739886632,86,FALSE
29:56.0,CUST0398,CASH-OUT,1528.52,24660.56,D806469944,8612.27,8344.83,12524.35,0,TRUE,0.875276643,168,FALSE
30:56.0,CUST0632,PAYMENT,3663.64,7127.3,D133244899,25147.59,645.84,29447.49,0,TRUE,0.284705266,212,FALSE
31:56.0,CUST0655,PAYMENT,3042.67,16220.62,D881805878,26867.23,5988.87,27652.74,0,TRUE,0.602674958,337,FALSE
32:56.0,CUST0988,PAYMENT,1757.11,12475.97,D110240267,17450.54,1192.41,13162.21,0,TRUE,0.280846547,253,FALSE
33:56.0,CUST0210,PAYMENT,3121.97,19776.34,D865395321,13261.97,7449.77,16511.63,0,TRUE,0.295453337,327,FALSE
34:56.0,CUST0573,CASH-OUT,424.97,1488.92,D036512781,21003.54,23830.28,7311.37,0,TRUE,0.08967023,246,FALSE
35:56.0,CUST0182,CASH-OUT,12030.86,6050.7,D030459489,20912.01,4903.93,5568.02,0,TRUE,0.363528278,73,FALSE
36:56.0,CUST0222,CASH-IN,4373.03,24193.32,D770838494,10335.59,10647.84,16499.83,0,TRUE,0.286193464,354,FALSE
37:56.0,CUST0193,CASH-OUT,265.24,30287.57,D576372368,14783.55,3252.29,17376.67,0,TRUE,0.913990221,106,FALSE
38:56.0,CUST0013,CASH-OUT,3883.91,2883.54,D109728963,17061.61,10022.32,388.59,0,TRUE,0.159001615,164,FALSE
39:56.0,CUST0388,PAYMENT,8203.38,11260.89,D986481809,18757.37,5438.71,9213.18,0,TRUE,0.65960159,79,FALSE
40:56.0,CUST0728,PAYMENT,430.1,20366.61,D445247027,20065.15,32996.29,657.9,0,TRUE,0.459108048,21,FALSE
41:56.0,CUST0579,CASH-IN,6358.63,1481.25,D109269154,30964.61,11310.67,15481.6,0,TRUE,0.452083164,145,FALSE
42:56.0,CUST0173,CASH-OUT,3253.92,4203.48,D325248578,2560.69,26428.52,21050.07,0,TRUE,0.94398957,203,FALSE
43:56.0,CUST0565,TRANSFER,14138.27231,0,D427746230,0,18243.48,16461.17,1,TRUE,0.827076505,54,FALSE
44:56.0,CUST0954,CASH-IN,4869.71,6861.41,D287833967,18815.68,25418.63,5910.14,0,TRUE,0.837364083,287,FALSE
45:56.0,CUST0876,PAYMENT,9549.97,12480.16,D918043307,21667.74,10933.8,3076.8,0,TRUE,0.654404966,24,FALSE
46:56.0,CUST0554,TRANSFER,27842.95714,0,D880194993,0,31238.07,16793.64,1,TRUE,0.529714358,339,FALSE
47:56.0,CUST0823,PAYMENT,8571.61,16271.03,D967974866,18426.34,6722.15,7702.13,0,TRUE,0.006155757,158,TRUE
48:56.0,CUST0056,CASH-OUT,5702.68,2706.12,D973621437,307.7,697.63,27066.74,0,TRUE,0.285608584,203,FALSE
49:56.0,CUST0999,PAYMENT,2031,9766.62,D797324105,28990.57,22975.63,24118.14,0,TRUE,0.834446896,301,FALSE
50:56.0,CUST0692,TRANSFER,483.05,19485.18,D457533963,652.58,2290.12,23415.68,0,TRUE,0.114764578,55,FALSE
51:56.0,CUST0749,TRANSFER,10699.27,5600.57,D162482812,935.22,9879.47,5958.55,0,TRUE,0.868255594,53,FALSE
52:56.0,CUST0949,CASH-IN,1261.71,12153.78,D251041472,23590.21,16423.35,9741.53,0,TRUE,0.741881263,83,FALSE
53:56.0,CUST0985,CASH-OUT,59.01,23413.04,D798301360,25430.92,16876.79,51675.23,0,TRUE,0.322543942,102,FALSE
54:56.0,CUST0907,CASH-OUT,4853.97,836.29,D485614947,12204.07,1333.22,9597.81,0,TRUE,0.551061121,192,FALSE
55:56.0,CUST0510,CASH-IN,6941.25,3168.6,D353361734,9022.38,12492.64,11133.97,0,TRUE,0.621736475,32,FALSE
56:56.0,CUST0506,TRANSFER,10623.44623,0,D360192555,0,14418.3,10335.51,1,TRUE,0.910143828,235,FALSE
57:56.0,CUST0987,CASH-OUT,395.5,3862.22,D211777474,9444.9,22651.86,4377.47,0,FALSE,0.612595925,114,FALSE
58:56.0,CUST0906,TRANSFER,6675.09,468.02,D456318816,15971.01,11952.27,10915.44,0,TRUE,0.928574349,82,FALSE
59:56.0,CUST0830,TRANSFER,17018.30152,0,D527900695,0,18398.99,7156.97,1,TRUE,0.264204461,85,FALSE
00:56.0,CUST0470,CASH-IN,2883.39,15877.24,D624675759,2639.28,26015.37,4184.84,0,FALSE,0.726793704,13,FALSE
01:56.0,CUST0330,TRANSFER,2533.11,852.6,D390758744,3386.08,14636,14037.58,0,TRUE,0.525182061,106,FALSE
02:56.0,CUST0235,CASH-OUT,2256.78,3416.67,D324761690,16941.72,13421.27,4351.91,0,TRUE,0.556535007,281,FALSE
03:56.0,CUST0007,TRANSFER,9515.71,45085.87,D090630686,22956.93,9669.05,16922.02,0,TRUE,0.3362968,283,FALSE
04:56.0,CUST0362,PAYMENT,683.15,16002.45,D704479608,8299.8,17355.48,13731.65,0,TRUE,0.449116524,192,FALSE
05:56.0,CUST0425,PAYMENT,428.06,7766.57,D797417685,14216.52,17027.2,15392.99,0,TRUE,0.301969808,330,FALSE
06:56.0,CUST0602,PAYMENT,627.21,4921.57,D280820039,5402.92,7238.48,5427.25,0,TRUE,0.206521703,342,FALSE
07:56.0,CUST0988,CASH-IN,1438,20268.05,D452964340,27801.54,20339.47,9041.3,0,TRUE,0.280846547,253,FALSE
08:56.0,CUST0234,PAYMENT,7057.34,5196.64,D178896854,6355.7,28602.07,3071.54,0,TRUE,0.911508749,133,FALSE
09:56.0,CUST0557,PAYMENT,9563.76,10756.39,D555201079,8152.94,35159.42,22580.74,0,TRUE,0.076234302,344,FALSE
10:56.0,CUST0118,PAYMENT,3244.64,29324.21,D657001052,11813.81,1693.59,4275.25,0,FALSE,0.336596596,151,FALSE
11:56.0,CUST0950,PAYMENT,7244.69,24288.12,D600201885,17461.72,268.05,2479.88,0,TRUE,0.975122884,187,FALSE
12:56.0,CUST0655,PAYMENT,14402.62,3650.44,D581917149,1637.04,15584.92,9215.44,0,TRUE,0.602674958,337,FALSE
13:56.0,CUST0268,CASH-OUT,1184.19,15061.68,D113640237,410.02,18264.39,2772.43,0,TRUE,0.65527421,148,FALSE
14:56.0,CUST0106,CASH-OUT,6098.56,19804.78,D125670471,10630.86,15104.41,10300.1,0,TRUE,0.829578089,51,FALSE
15:56.0,CUST0648,CASH-IN,11081.52,15448.8,D536172973,2942.36,1809.46,845.15,0,TRUE,0.057210995,46,FALSE
16:56.0,CUST0161,PAYMENT,3617.02,10897.89,D390746976,5758.02,21695.48,3594.54,0,FALSE,0.307094271,105,FALSE
17:56.0,CUST0572,PAYMENT,4931.56,22150.7,D595875617,7770.14,23210.01,14629.08,0,TRUE,0.73569383,203,FALSE
18:56.0,CUST0099,CASH-IN,4989.79,25831.82,D046957959,5410.33,2082.32,21999.47,0,TRUE,0.288078672,159,FALSE
19:56.0,CUST0139,CASH-IN,3240.52,15611.83,D414004621,8809.53,2623.9,20589.67,0,TRUE,0.016316232,244,FALSE
20:56.0,CUST0972,PAYMENT,267.24,4832.73,D374012542,5847.62,21404.05,12862.68,0,TRUE,0.857920718,127,FALSE
21:56.0,CUST0675,CASH-IN,8688.21,4146.11,D741741845,1735.3,12930.48,4991.7,0,TRUE,0.515698781,30,FALSE
22:56.0,CUST0508,CASH-OUT,3158.83,2976.91,D914907232,9607.68,39743.36,2752.8,0,TRUE,0.598558477,86,FALSE
23:56.0,CUST0759,PAYMENT,560.14,8649.05,D345047344,19666.44,16435.79,8320.75,0,TRUE,0.565926416,157,FALSE
24:56.0,CUST0908,CASH-IN,5604.24,8981.92,D042088866,4664.42,29784.65,946.09,0,TRUE,0.929682131,331,FALSE
25:56.0,CUST0847,CASH-IN,142.17,31195.62,D362479339,1848.11,195.05,11194.23,0,TRUE,0.15729364,63,FALSE
26:56.0,CUST0024,CASH-OUT,4925.69,4897.28,D562483935,26761.82,7855.05,8153.84,0,TRUE,0.988317683,19,FALSE
27:56.0,CUST0675,CASH-IN,10041.98,12294.88,D288427534,4956.05,22286.1,9586.18,0,TRUE,0.515698781,30,FALSE
28:56.0,CUST0238,CASH-OUT,1353,24317.76,D771191172,11838.21,11331.26,7234.11,0,TRUE,0.948883795,23,FALSE
29:56.0,CUST0283,CASH-OUT,231.04,10176.62,D306456070,12785.67,9633.54,29593.11,0,TRUE,0.861849876,323,FALSE
30:56.0,CUST0459,CASH-IN,5037.8,19934.87,D563587228,22728.84,28110.74,2663.18,0,TRUE,0.327653012,135,FALSE
31:56.0,CUST0758,CASH-IN,9547.55,1254.55,D066587132,7669.31,3157.47,16310.37,0,TRUE,0.2042647,186,FALSE
32:56.0,CUST0471,PAYMENT,3924.95,2726.08,D279602109,33646.63,6533.96,491.54,0,TRUE,0.479999847,46,FALSE
33:56.0,CUST0646,CASH-OUT,3690.15,11634.27,D455690102,6381.31,3268.68,12693.39,0,TRUE,0.324672596,217,FALSE
34:56.0,CUST0561,PAYMENT,6468.04,1738.6,D762267270,613.95,25242.33,13329.8,0,FALSE,0.665132404,332,FALSE
35:56.0,CUST0526,PAYMENT,4450.41,10435.71,D456142562,25341.42,1295.12,9925.31,0,TRUE,0.624521019,137,FALSE
36:56.0,CUST0027,CASH-IN,162.63,1050.08,D424203954,4483.53,798.6,13859.15,0,TRUE,0.529855883,14,FALSE
37:56.0,CUST0674,CASH-OUT,582.6,5853.65,D875032437,6642,30191.34,29833.79,0,FALSE,0.843413359,254,FALSE
38:56.0,CUST0299,TRANSFER,2501.22,14773.04,D720633504,18245.9,3357.89,8959.66,0,TRUE,0.97754384,36,FALSE
39:56.0,CUST0024,PAYMENT,9402.26,188.34,D944759636,11268.97,3860.65,30082.12,0,TRUE,0.988317683,19,FALSE
40:56.0,CUST0854,CASH-IN,16124.23,2600.06,D237338806,11962.92,14974.59,7653.68,0,TRUE,0.81702184,301,FALSE
41:56.0,CUST0319,TRANSFER,3755.05,16655.24,D339469584,10181.8,16153.28,3233.69,0,TRUE,0.934801205,337,FALSE
42:56.0,CUST0131,CASH-OUT,8348.36,9801.29,D202335234,15165.97,19077.62,14264.6,0,TRUE,0.832274374,326,FALSE
43:56.0,CUST0184,CASH-OUT,2148.05,18297.77,D999036170,3164.95,7692.01,8542.97,0,FALSE,0.225627381,203,FALSE
44:56.0,CUST0033,CASH-OUT,2982.69,17829.6,D446123888,342.53,21406.8,5098.7,0,TRUE,0.799711277,109,FALSE
45:56.0,CUST0592,PAYMENT,2176.82,1565.65,D033759616,14277.96,5958.39,962.76,0,TRUE,0.946726461,170,FALSE
46:56.0,CUST0614,TRANSFER,7898.47,1929.36,D080702848,4244.39,2935.42,22817.62,0,TRUE,0.906773143,291,FALSE
47:56.0,CUST0301,PAYMENT,1718.47,12566.22,D212611612,27993.94,30353.07,5260.08,0,TRUE,0.38929295,54,FALSE
48:56.0,CUST0390,PAYMENT,4920.45,1230.79,D056808180,12074.02,36238.66,17114.15,0,TRUE,0.142193187,74,FALSE
49:56.0,CUST0921,CASH-OUT,6481.48,5802.54,D222051238,22400.77,6288.61,9560.63,0,TRUE,0.359378438,28,FALSE
50:56.0,CUST0784,PAYMENT,1506.81,3022.05,D065895014,12661.35,12859.2,17709.59,0,TRUE,0.533024761,188,FALSE
51:56.0,CUST0270,CASH-OUT,3358.98,4700.78,D171560135,2408.41,4607.03,13200.2,0,TRUE,0.659137862,179,FALSE
52:56.0,CUST0662,TRANSFER,2118.59,10565.22,D296958278,4369.15,2104.3,2118.41,0,TRUE,0.808356817,257,FALSE
53:56.0,CUST0914,CASH-IN,934.96,20371.23,D426534885,1453.23,162.03,7326.28,0,TRUE,0.859946228,250,FALSE
54:56.0,CUST0651,TRANSFER,44009.40777,0,D548992447,0,7399.95,12091.26,1,TRUE,0.26110426,362,FALSE
55:56.0,CUST0975,CASH-OUT,2787.65,6676.79,D871039651,523.02,16736.99,5000.34,0,TRUE,0.58246941,129,FALSE
56:56.0,CUST0229,PAYMENT,3821.82,21785.99,D829815032,16863.41,16645.63,17889.75,0,TRUE,0.802537831,288,FALSE
